publish_date,source,url,title,summary,summary_sentiment_score
2021-07-27 16:29:00,MarketWatch,https://www.marketwatch.com/story/amd-stock-rises-as-data-center-gaming-segment-sales-nearly-triple-11627417746?gaa_at=eafs&gaa_n=AWEtsqfnzSdJPGg18xZNmZezZ98zwCyjK1ABXls6GL1lHIJeEMNDWGkfnSCX&gaa_ts=6907b5d3&gaa_sig=_QVlCEAPZQCfuopJtb8Wzy9IDucUtt8bL8JszNJqlMAMRlgEP-zJb9lxn9wB7cO-KxJHosb3Xf1Gsfj-3YnekQ%3D%3D,"Hey Intel, AMD’s CEO is also ready to ‘fight for every socket,’ while producing strong growth","AMD CEO Lisa Su responded to Intel's promise to ""fight for every socket"" by stating AMD is also ready for the competition. This comes as AMD demonstrates strong growth, particularly with data-center sales exceeding 20% of its revenue, leading to an increase in its annual guidance. Su's comments highlight the escalating rivalry in the chip market, particularly in the crucial data-center segment.",0.8957
2021-07-15 23:49:00,Reuters,https://www.reuters.com/business/intel-talks-buy-globalfoundries-about-30-billion-wsj-2021-07-15/,Intel in talks to buy GlobalFoundries for about $30 billion - WSJ,"Intel Corp is reportedly in talks to acquire semiconductor manufacturer GlobalFoundries Inc for approximately $30 billion, according to the Wall Street Journal. This potential deal comes amid a global semiconductor shortage and could help Intel significantly ramp up chip production, although GlobalFoundries has denied direct discussions with Intel. The acquisition could also raise antitrust questions given GlobalFoundries' history with AMD.",-0.296
2021-05-26 08:41:00,MarketWatch,https://www.marketwatch.com/story/intel-vs-amd-should-you-buy-either-stock-now-11622032905?gaa_at=eafs&gaa_n=AWEtsqeJ8NHgIWj9ZSIhXBdCTVuLnqWt3VSvt6c74bsijJOE8JVri9yc8fIB&gaa_ts=6907c305&gaa_sig=_ptlDhPvNI5Bni9Fw-nn-O2n9GmIUsWBBxwvgHwK27wtno5uSYtSMwudI8OTRi_2Vxg3F7JwRnFq5Y3hP4NbhQ%3D%3D,Intel vs. AMD — should you buy either stock now?,"This article contrasts Intel and AMD, two dominant players in the processor market, from an investment perspective. While AMD has shown significant outperformance under CEO Lisa Su, Intel remains the largest provider of core processors for PCs and servers, boasting a substantial R&D budget and strong cash flow. The piece questions which stock is a better buy for investors, acknowledging Intel's new CEO Pat Gelsinger's efforts to diversify and fend off AMD's market share gains.",0.9081
2021-03-24 08:43:00,Reuters,https://www.reuters.com/world/asia-pacific/intel-doubles-down-chip-manufacturing-plans-20-billion-new-arizona-sites-2021-03-23/,Intel to spend $20 billion on U.S. chip plants as CEO challenges Asia dominance,"Intel announced plans to invest $20 billion in two new chip manufacturing plants in Arizona, aiming to expand its advanced chip production and open its factories to outside customers. This move by CEO Pat Gelsinger directly challenges the dominance of TSMC and Samsung in the advanced chip market and seeks to shift the technological balance of power back to the U.S. and Europe. The company expects $72 billion in revenue and adjusted earnings per share of $4.55 for 2021, and the new strategy is intended to restore Intel's reputation and create 3,000 permanent jobs.",0.8979
2020-12-29 12:56:00,CNBC,https://www.cnbc.com/2020/12/29/third-point-urges-intel-to-explore-strategic-alternatives-.html,Intel shares rise after Third Point urges chipmaker to explore strategic alternatives as market share deteriorates,"Hedge fund Third Point, which recently acquired a significant stake in Intel, is urging the chipmaker's board to explore strategic alternatives due to deteriorating market share against rivals like TSMC, Samsung, and AMD. Third Point highlighted concerns about Intel's loss of manufacturing leadership and its impact on U.S. national security. Intel has stated it welcomes input from investors to enhance shareholder value.",0.8658
2020-10-27 21:42:06,The Wall Street Journal,https://www.wsj.com/tech/amd-agrees-to-buy-rival-chip-maker-xilinx-for-35-billion-11603794663?gaa_at=eafs&gaa_n=AWEtsqe_mkcgKrMwlMq6N4h9ACkBwYFp9BdR7hT7MLTCesvOAtfmKdrRiAhO&gaa_ts=6907d35c&gaa_sig=z7Dg3Z8SU8aGUNtKIfO1bSkhRiYX-_pC214lEgd2QifvIF47e0g3LVV_lpOdOCL6ntULl7UTVJEwXsVHGBDLxA%3D%3D,AMD Agrees to Buy Rival Chip Maker Xilinx for $35 Billion - WSJ,"Advanced Micro Devices (AMD) plans to acquire Xilinx Inc. for $35 billion in an all-stock deal, intensifying consolidation in the semiconductor industry. This acquisition is expected to significantly broaden AMD's product offerings and market reach, providing an immediate financial boost upon closure. The Wall Street Journal had previously reported on the impending agreement between the two rival chip makers.",0.7906
2020-10-17 09:18:00,MarketWatch,https://www.marketwatch.com/story/how-did-intel-lose-its-silicon-valley-crown-2020-10-16?gaa_at=eafs&gaa_n=AWEtsqfVaRVe4VqmCvON23BZ0ZFhajxUQgbFV5K8EMBYkS5LaLdKfOAu5iG0&gaa_ts=6907e020&gaa_sig=1R3h49HONTn2RPtgEwE49ak_-Dh_2owsiMUozfghpfWGoVYN8PSCBHgDlikvvc2fZAxdQHZsB9WkN6fGR7Filg%3D%3D,Opinion: How did Intel lose its Silicon Valley crown?,"This article discusses Intel's decline as the leading chip manufacturer in Silicon Valley, examining whether the challenges stem from technological limits or leadership decisions. The chip giant announced a delay in its 7-nanometer manufacturing process and considered outsourcing some production for a key next-generation chip, shocking investors and analysts. This move is seen as a significant setback for the company once considered the standard-bearer of Moore's Law.",-0.4404
2020-10-08 21:42:07,The Wall Street Journal,https://www.wsj.com/business/deals/amd-is-in-advanced-talks-to-buy-xilinx-11602205553?gaa_at=eafs&gaa_n=AWEtsqfEY16uxiYYIQBxlRIsBpVXgxRP72qDzRHzQkS8Hr8LxNgX7g2sF3q5&gaa_ts=6907d360&gaa_sig=iZ4JV4I-WhTGSef5mT_04UqLmn1HyGG5KPPR9roawoFifVhNYAGISTazsqrMdYcVVQnEG31Wm_P7QdoP6xw0eg%3D%3D,WSJ News Exclusive | AMD Is in Advanced Talks to Buy Xilinx,"Advanced Micro Devices Inc. (AMD) is reportedly in advanced talks to acquire rival chip maker Xilinx Inc. The potential deal could be valued at over $30 billion, marking a significant consolidation in the semiconductor industry. This acquisition would enhance AMD's competitive position against Intel and expand its presence in telecommunications and defense markets.",0.8807
2020-08-04 16:25:00,MarketWatch,https://www.marketwatch.com/story/amd-eyes-100-billion-market-cap-as-more-analysts-see-market-share-grab-from-intel-2020-08-04?gaa_at=eafs&gaa_n=AWEtsqdKifjX04rW6OYm6h1A4z3OgaU8uqqAvDEDMlp2kEs_4Qg3q61TfDkR&gaa_ts=6907d359&gaa_sig=fw6SvOERlkUsEYX-zbu0un45S2QIvnpvGn-VWnI3gLKtWL-4x0mKQx7zQupcYm1Tl6bbaTzaE9ZV3qrHygfCog%3D%3D,"AMD closes just shy of $100-billion market cap, as more analysts see it taking market share from Intel","Advanced Micro Devices Inc.'s stock reached fresh records on Tuesday, closing with a market cap of $99.84 billion, just shy of $100 billion. This surge followed an analyst's price target hike and strong earnings reports, indicating an accelerating market share gain from Intel Corp. The company briefly surpassed a $100 billion market cap intraday.",0.891
2019-08-30 07:08:00,MarketWatch,https://www.marketwatch.com/story/here-are-2019s-biggest-stock-market-winners-and-losers-in-the-dow-sp-500-and-nasdaq-2019-08-29?gaa_at=eafs&gaa_n=AWEtsqemqiQI1N-Hwm7k2pUoRn4Kvu2nxzGYxOm_deyRxr-IRrSDH_8E5QYg&gaa_ts=6907f66d&gaa_sig=fLdMEfZKzh9kSDmoj2uzbu9HLHPiB4FMP0_1vxhDloHwggwwoHqydE1u5xryBhUPfG514cAUOpD6r3kCZXYHxw%3D%3D,"Here are 2019’s biggest stock market winners and losers in the Dow, S&P 500 and Nasdaq","This article reviews the biggest stock market winners and losers across the Dow, S&P 500, and Nasdaq for 2019 up to August 29th. It highlights top performers like Chipotle, AMD, Apple, and Visa, and notes disappointing results for Macy’s and Kraft Heinz. Despite ongoing media narratives, the U.S. stock market has shown strong returns year-to-date, with the Dow, S&P 500, and Nasdaq Composite Index all posting significant gains.",0.743
2019-08-08 15:10:00,MarketWatch,https://www.marketwatch.com/story/amd-stock-surges-after-server-chip-rome-gives-it-full-control-of-the-datacenter-narrative-2019-08-08?gaa_at=eafs&gaa_n=AWEtsqfjQF_9nNJmc9PAXzTSMwQ4l3y11jAZzfJhUTBwoDqlbyuf8rI6DH1t&gaa_ts=6907f088&gaa_sig=Ucl-f6rrwqSwUKIi29gejmQsuAB9rfRRVNy-H-IXqWjt2y0uHJ3nhiXk7nQqKygdxMv7RtPBQrpFJiOwMax73w%3D%3D,AMD stock rebounds from earnings disappointment with new server chip,"Advanced Micro Devices Inc. (AMD) shares are rising following optimism over its new second-generation Epyc 2 server chip, codenamed Rome. AMD announced that Rome offers nearly double the performance of Intel Corp.'s Xeon processor at approximately half the cost. This news comes after the company's recent earnings disappointment and could potentially impact Intel's stock.",0.5267
2019-06-01 10:00:00,MarketWatch,https://www.marketwatch.com/story/amd-stock-rallies-as-promised-new-products-start-getting-launched-2019-05-28?gaa_at=eafs&gaa_n=AWEtsqfDrG9FbSfWG7V9OAW_xp8x00cQ3ECEYqQSw93UEnQfxWQaZPME8Rrg&gaa_ts=6907f088&gaa_sig=CqFr5UvWNI0ctYQjh-AYgQNYqNVeZ-2rrSsNIhq-8xwLX-HjJzQZ-MM2451Y3p70onErOYmRMQm6h-JIdMSAPg%3D%3D,AMD stock jumps 10% after detailing new PC push at trade show,AMD's stock surged nearly 10% after the chip maker detailed new product launches at a trade show in Taiwan. An analyst noted that AMD's new CPU represents the first time the company has taken the process-technology and performance lead from Intel in desktop CPUs. This strong performance comes as AMD begins to deliver on its promise of new products in the second half of the year.,0.6808
2019-05-08 07:19:00,MarketWatch,https://www.marketwatch.com/story/amd-and-cray-seek-to-develop-fastest-supercomputer-in-the-world-2019-05-07?gaa_at=eafs&gaa_n=AWEtsqfuqvBRuTonIeFqX2niqjTZfRjhvRhb0s5vGEpUdDM_v4DePWzGZz29&gaa_ts=6907f088&gaa_sig=jCRzgkqYgFW7T5PQxNTXezQp29Fr7mfF0YN3I7kUJjPzjlpD49kRvz3JtkViF13gTHH1mdhw2tj9aH2_sKJ_zA%3D%3D,Opinion: AMD and Cray seek to develop fastest supercomputer in the world,"Advanced Micro Devices Inc. and Cray Inc. have secured a $600 million contract from the U.S. Department of Energy to develop Frontier, which is expected to be the world's fastest supercomputer. This deal marks an ambitious revival of their partnership, potentially boosting AMD's influence in high-performance computing and data-center chips. Cray previously used AMD CPUs but switched to Intel, only to renew ties after AMD's Epyc data-center processors launched last year.",0.7506
2019-04-26 12:13:00,CNBC,https://www.cnbc.com/video/2019/04/26/intel-ceo-bob-swan-on-the-companys-disappointing-q1-earnings.html,Intel CEO Bob Swan on the company's disappointing Q1 earnings,"Intel CEO Bob Swan discussed the company's disappointing Q1 earnings and a projected drop in revenue during an appearance on ""Squawk on the Street."" He also addressed pressure from China affecting the company's performance. The discussion provides insight into the challenges Intel was facing at the time.",-0.7351
2019-04-17 11:42:00,CNBC,https://www.cnbc.com/2019/04/17/apple-vs-qualcomm-why-apple-objected-so-strongly.html,Why Apple was so upset with Qualcomm — and why it finally had to give in,"Apple and Qualcomm settled a bitter legal battle over royalties and licensing fees, leading Apple to once again buy Qualcomm chips. The dispute centered on Qualcomm's patent licensing model, which Apple viewed as abusive due to its ""no license, no chips"" policy and pricing based on the total device cost. Despite Apple's strong objections and Qualcomm's history of antitrust issues, Apple ultimately settled because Qualcomm remains the leader in wireless technology, especially with the rollout of 5G networks, leaving Apple with few alternatives after Intel's exit from the 5G chip market.",-0.9509
2025-07-24 16:09:00,CNBC,https://www.cnbc.com/2025/07/24/intel-intc-earnings-report-q2-2025.html,"Intel beats on revenue, slashes foundry investments as CEO says 'no more blank checks'","Intel reported Q2 2025 earnings that beat Wall Street revenue expectations but announced significant cuts in chip factory construction and investments. CEO Lip-Bu Tan stated there would be ""no more blank checks,"" emphasizing that every investment must make economic sense, particularly after the company invested too much in its foundry division without adequate demand. Intel's shares are up 13% year-to-date after a 60% plummet in 2024, and the company completed planned layoffs, reducing its workforce by 15%.",-0.2603
2025-02-12 15:08:00,MarketWatch,https://www.marketwatch.com/story/intels-stock-is-on-a-run-not-seen-in-more-than-two-decades-46eeb064?gaa_at=eafs&gaa_n=AWEtsqejLAFNAogJQQGumVdsxAWrkjdCqG9Z9SYkSnBWXn_5H1hXgm1rcc_1&gaa_ts=699939f1&gaa_sig=aHnNhROf0nIixAqd6QBrqBxQej66zamjM81CDe5lLarhrVI7JhZSUcaRD04YoYxsUR8s83njZ7UNKak2SOJBHw%3D%3D,Intel’s stock-market run is unlike anything it’s seen in more than two decades,"Intel's stock has experienced its most significant three-day percentage gain since April 2001, rising 17.7% in three days, including a 7.2% jump on Wednesday. This rally is attributed to a favorable political environment and positive analyst commentary regarding its CPU business.",0.9041
2024-11-25 01:30:00,Reuters,https://www.reuters.com/technology/us-plans-reduce-intels-85-billion-federal-chips-grant-below-8-billion-new-york-2024-11-25/,US plans to reduce Intel's $8.5 billion federal chips grant below $8 billion - New York Times,"The U.S. government plans to reduce Intel Corp's preliminary $8.5 billion federal chips grant to less than $8 billion, as reported by the New York Times. This adjustment factors in a $3 billion contract offered to Intel for manufacturing chips for the Pentagon. The initial grant was part of a larger government effort to boost domestic semiconductor production through the 2022 CHIPS and Science Act.",0.7717
2024-10-07 08:57:02,The Wall Street Journal,https://www.wsj.com/tech/cerence-ceo-stefan-ortmanns-to-depart-ex-intel-chief-krzanich-named-as-replacement-b3076863?gaa_at=eafs&gaa_n=AWEtsqduAKTcsRXtfc4l6BjRIfE1hMLUAqkIenZQIShrk-FIh3bhKIgDAKo3&gaa_ts=699976e1&gaa_sig=VC-qc-RFuEoF2DGyxDAPGB2d_qSxP5fll7H10Jwrj2HvWLcSlVcSkfdjb5YalBUpVjCHt1FxA4Q_BuBRspOoIw%3D%3D,Cerence CEO Stefan Ortmanns to Depart; Ex-Intel Chief Krzanich Named as Replacement,"Cerence CEO Stefan Ortmanns is stepping down and will be replaced by Brian Krzanich, former chief of Intel and CDK Global. This change comes as the company undergoes a restructuring aimed at cost reduction. Ortmanns is recognized for his role in transitioning Cerence into a public company after its split from Nuance Communications in 2019.",0.0
2024-01-25 18:11:00,CNBC,https://www.cnbc.com/2024/01/25/intel-intc-earnings-report-q4-2023.html,Intel stock sinks more than 10% as early 2024 outlook comes up short,"Intel's stock dropped over 10% after the company issued a first-quarter 2024 outlook that fell short of analyst estimates, despite beating Wall Street expectations for the latest quarter. While CEO Pat Gelsinger stated the core PC and server chip businesses are healthy, overall sales are impacted by weakness in subsidiaries like Mobileye and its programmable chip unit. The company also broke a seven-quarter streak of declining revenue, with a 10% sales growth in Q4 2023.",0.569
2024-01-12 16:36:00,MarketWatch,https://www.marketwatch.com/data-news/intel-corp-stock-falls-friday-underperforms-market-5a14b74b-226d8e85ca3d?gaa_at=eafs&gaa_n=AWEtsqfEim7XLy7bncLBIvJbR4_bemB8LMxmnk4alSXt3ZMhEf-QnDr9qlLV&gaa_ts=6999f9a2&gaa_sig=Ro3TpuWgvc7Q3w4BPbMdjwutkdB-pa0MrdrfhqKDtvw1_fzdbsreSXleW1_ee_QiWvFLnAjAz0GvFFtTwyS_jA%3D%3D,"Intel Corp. stock falls Friday, underperforms market","Shares of Intel Corp. (INTC) fell 1.09% on Friday, closing at $47.12. This underperformed the broader market, which saw the S&P 500 Index rise slightly and the Dow Jones Industrial Average fall. The stock closed $4.16 below its 52-week high of $51.28 reached in late December.",0.3818
2023-12-26 08:45:00,MarketWatch,https://www.marketwatch.com/story/intels-25-billion-investment-in-israel-important-and-significant-says-countrys-finance-minister-9f26afb2?gaa_at=eafs&gaa_n=AWEtsqe_-G5VxXo9-cQTuhkdk2wX-YsaVqX_f8fc-UcXLASpQoJgclvs7iR3&gaa_ts=699a05ab&gaa_sig=upVaS6B4vcQv8_MW8IItz8ZmSnOfBHSC-vSnFeZ_-AhQbNxtUeJc6OeHdSsOgnHN8s2OK9miB6ZdZldkRyV1fg%3D%3D,Intel’s $25 billion investment in Israel ‘important and significant’ says country’s finance minister,"Intel Corp. is making a $25 billion investment in Israel, which the country's government has described as ""important and significant."" This investment follows Intel securing $3.2 billion in incentives from Israel. The funds will support a new chip manufacturing plant in Kiryat Gat, expected to begin operations by 2028 and create thousands of jobs.",0.8481
